manufacturer,device, model,rssi correction,tx,calibration confidence
huawei,HWJAT-M,JAT-LX3,2,-17,1
huawei,HWJAT-M,JAT-TL00,2,-17,1
huawei,hwjdn,JDN-AL00,2,-17,1
huawei,hwjdn,JDN-L01,2,-17,1
huawei,hwjdn,JDN-W09,2,-17,1
huawei,HWJDN2,JDN2-AL00,2,-17,1
huawei,HWJDN2,JDN2-AL00HN,2,-17,1
huawei,HWJDN2,JDN2-L09,2,-17,1
huawei,HWJDN2,JDN2-W09,2,-17,1
huawei,HWJDN2,JDN2-W09HN,2,-17,1
huawei,HWJKM-H,JKM-AL00,2,-17,1
huawei,HWJKM-HM,JKM-AL00a,2,-17,1
huawei,HWJKM-HM,JKM-AL00b,2,-17,1
huawei,HWJKM-H,JKM-LX1,2,-17,1
huawei,HWJKM-H,JKM-LX2,2,-17,1
huawei,HWJKM-H,JKM-LX3,2,-17,1
huawei,HWJKM-H,JKM-TL00,2,-17,1
huawei,HWJMM-Q,JMM-AL00,2,-17,1
huawei,HWJMM-Q,JMM-AL10,2,-17,1
huawei,HWJMM,JMM-L22,2,-17,1
huawei,HWJMM-Q,JMM-TL00,2,-17,1
huawei,HWJMM-Q,JMM-TL10,2,-17,1
huawei,HWJSN-H,JSN-AL00,2,-17,1
huawei,HWJSN-HM,JSN-AL00a,2,-17,1
huawei,HWJSN-H,JSN-L21,2,-17,1
huawei,HWJSN-H,JSN-L22,2,-17,1
huawei,HWJSN-H,JSN-L23,2,-17,1
huawei,HWJSN-H,JSN-L42,2,-17,1
huawei,HWJSN-H,JSN-TL00,2,-17,1
huawei,HWKII-Q,KII-L21,2,-17,1
huawei,HNKIW-Q,KIW-AL10,7,-25,1
huawei,HNKIW-Q,KIW-AL20,7,-25,1
huawei,HNKIW-Q,KIW-CL00,7,-25,1
huawei,HNKIW-Q,KIW-L21,7,-25,1
huawei,HNKIW-Q,KIW-L22,7,-25,1
huawei,HNKIW-Q,KIW-L23,7,-25,1
huawei,HNKIW-Q,KIW-L24,7,-25,3
huawei,HNKIW-Q,KIW-TL00,7,-25,1
huawei,HNKIW-Q,KIW-TL00H,7,-25,1
huawei,HNKIW-Q,KIW-UL00,7,-25,1
huawei,HWKNT,KNT-AL10,2,-17,1
huawei,HWKNT,KNT-AL20,2,-17,1
huawei,HWKNT,KNT-TL10,2,-17,1
huawei,HWKNT,KNT-UL10,2,-17,1
huawei,HWKobe-Q,KOB-L09,2,-17,1
huawei,HWKobe-Q,KOB-W09,2,-17,1
huawei,HWKSA-M,KSA-AL00,2,-17,1
huawei,HWKSA-M,KSA-LX2,2,-17,1
huawei,HWKSA-M,KSA-LX3,2,-17,1
huawei,HWKSA-M,KSA-LX9,2,-17,1
huawei,HWKSA-M,KSA-TL00,2,-17,1
huawei,KVY625-U,Kavak Y625-U03,2,-17,1
huawei,hwG535-L11,Kestrel,2,-17,1
huawei,hwu8650,Kyivstar Aqua,2,-17,1
huawei,HuaweiU8180,Kyivstar Terra,2,-17,1
huawei,HWLDN-Q,LDN-AL00,2,-17,1
huawei,HWLDN-Q,LDN-AL10,2,-17,1
huawei,HWLDN-Q,LDN-AL20,2,-17,1
huawei,HWLDN-Q,LDN-L01,2,-17,1
huawei,HWLDN-Q,LDN-L21,2,-17,1
huawei,HWLDN-Q,LDN-LX2,2,-17,1
huawei,HWLDN-Q,LDN-LX3,2,-17,1
huawei,HWLDN-Q,LDN-TL00,2,-17,1
huawei,HWLDN-Q,LDN-TL10,2,-17,1
huawei,HWLDN-Q,LDN-TL20,2,-17,1
huawei,sawfish,LEO-BX9,2,-17,1
huawei,sawshark,LEO-DLXX,2,-17,1
huawei,HWLLD-H,LLD-AL00,2,-17,1
huawei,HWLLD-H,LLD-AL10,2,-17,1
huawei,HWLLD-H2,LLD-AL20,2,-17,1
huawei,HWLLD-H2,LLD-AL30,2,-17,1
huawei,HWLLD-H,LLD-L21,2,-17,1
huawei,HWLLD-H,LLD-L31,2,-17,1
huawei,HWLLD-H,LLD-TL10,2,-17,1
huawei,HWLND-Q,LND-AL30,2,-17,1
huawei,HWLND-Q,LND-AL40,2,-17,1
huawei,HWLND-Q,LND-L29,2,-17,1
huawei,HWLND-Q,LND-TL30,2,-17,1
huawei,HWLND-Q,LND-TL40,2,-17,1
huawei,HWLON,LON-AL00,2,-17,1
huawei,HWLON,LON-L29,2,-17,1
huawei,HWLYA,LYA-AL00,2,-17,1
huawei,HWLYA,LYA-AL00P,2,-17,1
huawei,HWLYA,LYA-AL10,2,-17,1
huawei,HWLYA,LYA-L09,2,-17,1
huawei,HWLYA,LYA-L0C,2,-17,1
huawei,HWLYA,LYA-L29,2,-17,1
huawei,HWLYA,LYA-TL00,2,-17,1
huawei,HWLYO-L6735,LYO-L21,2,-17,1
huawei,hwy210-0200,Leopard MF808,2,-17,1
huawei,hwY330-U01,Luno,2,-17,1
huawei,hwmediaqm220,M220,2,-17,1
huawei,hwmediaqm220,M220c,2,-17,1
huawei,hwsingleboxm310w,M310,2,-17,1
huawei,HWM311,M311,2,-17,1
huawei,m321,M321,2,-17,1
huawei,m330,M330,2,-17,1
huawei,HWM380,M380-10,2,-17,1
huawei,M620,M620,2,-17,1
huawei,hwm650,M650,2,-17,1
huawei,hwm660,M660,2,-17,1
huawei,msm7625,M860,2,-17,1
huawei,M860,M860,2,-17,1
huawei,hwm865,M865,2,-17,1
huawei,hwm865c,M865C,2,-17,1
huawei,hwm866,M866,2,-17,1
huawei,hwm886,M886,2,-17,1
huawei,HWMAR,MAR-AL00,2,-17,1
huawei,HWMAR,MAR-LX1A,2,-17,1
huawei,HWMAR,MAR-LX1Am,2,-17,1
huawei,HWMAR,MAR-LX1B,2,-17,1
huawei,HWMAR,MAR-LX1H,2,-17,1
huawei,HWMAR,MAR-LX1M,2,-17,1
huawei,HWMAR,MAR-LX1Mm,2,-17,1
huawei,HWMAR,MAR-LX1R,2,-17,1
huawei,HWMAR,MAR-LX2,2,-17,1
huawei,HWMAR,MAR-LX2B,2,-17,1
huawei,HWMAR,MAR-LX2J,2,-17,1
huawei,HWMAR,MAR-LX2m,2,-17,1
huawei,HWMAR,MAR-LX3A,2,-17,1
huawei,HWMAR,MAR-LX3Am,2,-17,1
huawei,HWMAR,MAR-LX3Bm,2,-17,1
huawei,HWMAR,MAR-TL00,2,-17,1
huawei,hwu8500,MF8503,2,-17,1
huawei,HWMHA,MHA-AL00,2,-27,1
huawei,HWMHA,MHA-L09,2,-27,1
huawei,HWMHA,MHA-L29,2,-27,3
huawei,HWMHA,MHA-TL00,2,-27,1
huawei,HWMLA,MLA-AL00,2,-17,1
huawei,HWMLA,MLA-AL10,2,-17,1
huawei,HWMLA,MLA-L01,2,-17,1
huawei,HWMLA,MLA-L02,2,-17,1
huawei,HWMLA,MLA-L03,2,-17,1
huawei,HWMLA,MLA-L11,2,-17,1
huawei,HWMLA,MLA-L12,2,-17,1
huawei,HWMLA,MLA-L13,2,-17,1
huawei,HWMLA,MLA-TL00,2,-17,1
huawei,HWMLA,MLA-UL00,2,-17,1
huawei,HWMON-Q,MON-AL19,2,-17,1
huawei,HWMON-Q,MON-AL19B,2,-17,1
huawei,HWMON-Q,MON-W19,2,-17,1
huawei,HWMRD-M,MRD-AL00,2,-17,1
huawei,HWMRD-M1,MRD-LX1,2,-17,1
huawei,HWMRD-M1,MRD-LX1F,2,-17,1
huawei,HWMRD-M1,MRD-LX1N,2,-17,1
huawei,HWMRD-M1,MRD-LX2,2,-17,1
huawei,HWMRD-M1,MRD-LX3,2,-17,1
huawei,HWMRD-M,MRD-TL00,2,-17,1
huawei,hwMS4C,MS4C,2,-17,1
huawei,hwt802,MT-803G,2,-17,1
huawei,hwMT2L03,MT2L03,2,-17,1
huawei,hwMT2L03LITE,MT2L03,2,-17,1
huawei,hwu8160,MTC 950,2,-17,1
huawei,hwu8650,MTC 955,2,-17,1
huawei,hwu8510,MTC Bravo,2,-17,1
huawei,hwu8500,MTC Evo,2,-17,1
huawei,msm7225,MTC Evo,2,-17,1
huawei,hwu8666,MTC Fit,2,-17,1
huawei,hwu8160,MTC Mini,2,-17,1
huawei,hwu8800,MTC Neo,2,-17,1
huawei,hwu8800Pro,MTC Neo,2,-17,1
huawei,hwu8350,MTC Pro,2,-17,1
huawei,hwu8816,MTC Viva,2,-17,1
huawei,U8110,MTC_A,2,-17,1
huawei,U8500,MTC_EVO,2,-17,1
huawei,hwc8511,MTS-SP101,2,-17,1
huawei,hwc8800,MTS-SP140,2,-17,1
huawei,HWMYA-L6737,MYA-AL00,2,-17,1
huawei,HWMYA-L6737,MYA-AL10,2,-17,1
huawei,HWMYA-L6737,MYA-L02,2,-17,1
huawei,HWMYA-L6737,MYA-L03,2,-17,1
huawei,HWMYA-L6737,MYA-L11,2,-17,1
huawei,HWMYA-L6737,MYA-L13,2,-17,1
huawei,HWMYA-L6737,MYA-L22,2,-17,1
huawei,HWMYA-L6737,MYA-L23,2,-17,1
huawei,HWMYA-L6737,MYA-L41,2,-17,1
huawei,HWMYA-L6737,MYA-TL00,2,-17,1
huawei,HWMYA-L6737,MYA-TL10,2,-17,1
huawei,HWMYA-U6580,MYA-U29,2,-17,1
huawei,hws7300u,MediaPad,2,-17,1
huawei,hws10101l,MediaPad 10 FHD,2,-17,1
huawei,hws10101u,MediaPad 10 FHD,2,-17,1
huawei,hws10101w,MediaPad 10 FHD,2,-17,1
huawei,hws10103l,MediaPad 10 FHD,2,-17,1
huawei,hws10201l,MediaPad 10 LINK,2,-17,1
huawei,hws10201w,MediaPad 10 LINK,2,-17,1
huawei,hws10201u,MediaPad 10 LINK,2,-17,1
huawei,hws10231l,MediaPad 10 Link+,2,-17,1
huawei,hws7601u,MediaPad 7 Classic,2,-17,1
huawei,hws7930u,MediaPad 7 Lite,2,-17,1
huawei,hws7930w,MediaPad 7 Lite,2,-17,1
huawei,hws7601u,MediaPad 7 Lite II,2,-17,1
huawei,hws7951w,MediaPad 7 Lite+,2,-17,1
huawei,hws7601us,MediaPad 7 Vogue,2,-17,1
huawei,hws7601u,MediaPad 7 Vogue,2,-17,1
huawei,hws7601c,MediaPad 7 Vogue,2,-17,1
huawei,hws7601w,MediaPad 7 Vogue,2,-17,1
huawei,hws7701u,MediaPad 7 Youth,2,-17,1
huawei,hws7701w,MediaPad 7 Youth,2,-17,1
huawei,hws7721u,MediaPad 7 Youth 2,2,-17,1
huawei,hws8301l,MediaPad M1 8.0,2,-17,1
huawei,hws8301l,MediaPad M1 8.0 (LTE),2,-17,1
huawei,hws8301l,MediaPad M1 8.0 (WIFI),2,-17,1
huawei,hws8701,MediaPad T1 8.0,2,-17,1
huawei,hwt1821l,MediaPad T1 8.0 Pro,2,-17,1
huawei,hw7d501l,MediaPad X1,2,-17,1
huawei,hw7d501l,MediaPad X1 7.0,2,-17,1
huawei,hwu8666e,MegaFon SP-A3,2,-17,1
huawei,hwu8500,MegaFon U8500,2,-17,1
huawei,hwy210-0200,NATCOM N8302,2,-17,1
huawei,HWNCE-L6750,NCE-AL00,2,-17,1
huawei,HWNCE-L6750,NCE-AL10,2,-17,1
huawei,HWNCE-L6750,NCE-TL10,2,-17,1
huawei,HNNEM-H,NEM-AL10,2,-17,1
huawei,HNNEM-H,NEM-L21,2,-17,1
huawei,HNNEM-H,NEM-L22,2,-17,1
huawei,HNNEM-H,NEM-L51,2,-17,1
huawei,HNNEM-H,NEM-TL00,2,-17,1
huawei,HNNEM-H,NEM-TL00H,2,-17,1
huawei,HNNEM-H,NEM-UL10,2,-17,1
huawei,HWNEO,NEO-AL00,-3,-28,1
huawei,HWNEO,NEO-L29,-3,-28,3
huawei,HWNTS,NTS-AL00,2,-17,1
huawei,HWNXT,NXT-AL10,2,-17,1
huawei,HWNXT,NXT-CL00,2,-17,1
huawei,HWNXT,NXT-DL00,2,-17,1
huawei,HWNXT,NXT-L09,2,-17,1
huawei,HWNXT,NXT-L29,2,-17,1
huawei,HWNXT,NXT-TL00,2,-17,1
huawei,hwu8180,Netphone 501,2,-17,1
huawei,angler,Nexus 6P,6,-27,3
huawei,QAY221-U,ORINOQUIA Auyantepui+Y221-U03,2,-17,1
huawei,orinoquiac8688V,ORINOQUIA C8688V,2,-17,1
huawei,hwG510-0200,Orange Daytona,2,-17,1
huawei,hwG535-L11,Orange Gova,2,-17,1
huawei,hwG740-L00,Orange Yumo,2,-17,1
huawei,oay210,Orinoquia Auyantepui Y210,2,-17,1
huawei,hws7721u,Orinoquia Gran Roraima + S7-722u,2,-17,1
huawei,hws7701u,Orinoquia Gran Roraima S7-702u,2,-17,1
huawei,hws7930u,Orinoquia Roraima S7-932u,2,-17,1
huawei,qsd8k_s7,Oysters SmaKit S7,2,-17,1
huawei,hwP6s-l04,P6 S-L04,2,-17,1
huawei,HWPAR,PAR-AL00,2,-17,1
huawei,HWPAR,PAR-L21,2,-17,1
huawei,HWPAR,PAR-L29,2,-17,1
huawei,HWPAR,PAR-LX1,2,-17,1
huawei,HWPAR,PAR-LX1M,2,-17,1
huawei,HWPAR,PAR-LX9,2,-17,1
huawei,HWPAR,PAR-TL00,2,-17,1
huawei,HWPAR,PAR-TL20,2,-17,1
huawei,HWPCT,PCT-AL10,2,-17,1
huawei,HWPCT,PCT-L29,2,-17,1
huawei,HWPCT,PCT-TL10,2,-17,1
huawei,hwPE,PE-CL00,2,-17,1
huawei,hwPE,PE-TL00M,2,-17,1
huawei,hwPE,PE-TL10,2,-17,1
huawei,hwPE,PE-TL20,2,-17,1
huawei,hwPE,PE-UL00,2,-17,1
huawei,HWPIC,PIC-AL00,-1,-3,3
huawei,HWPIC,PIC-LX9,-1,-3,1
huawei,HWPIC,PIC-TL00,-1,-3,1
huawei,hwple703l,PLE-701L,2,-17,1
huawei,hwple703l,PLE-703L,2,-17,1
huawei,HWPLK,PLK-AL10,2,-17,1
huawei,HWPLK,PLK-CL00,2,-17,1
huawei,HWPLK,PLK-L01,2,-17,1
huawei,HWPLK,PLK-TL00,2,-17,1
huawei,HWPLK,PLK-TL01H,2,-17,1
huawei,HWPLK,PLK-UL00,2,-17,1
huawei,HWPOT-H,POT-AL00,2,-17,1
huawei,HWPOT-HF,POT-AL00a,2,-17,1
huawei,HWPOT-HF,POT-AL10,2,-17,1
huawei,HWPOT-H,POT-LX1,2,-17,1
huawei,HWPOT-H,POT-LX1A,2,-17,1
huawei,HWPOT-H,POT-LX1AF,2,-17,1
huawei,HWPOT-H,POT-LX1T,2,-17,1
huawei,HWPOT-H,POT-LX2J,2,-17,1
huawei,HWPOT-H,POT-LX3,2,-17,1
huawei,HWPOT-HF,POT-TL00a,2,-17,1
huawei,HWPRA-H,PRA-AL00,1,-3,1
huawei,HWPRA-H,PRA-AL00X,1,-3,1
huawei,HWPRA-H,PRA-LA1,1,-3,1
huawei,HWPRA-H,PRA-LX1,1,-3,3
huawei,HWPRA-H,PRA-LX2,1,-3,1
huawei,HWPRA-H,PRA-LX3,1,-3,1
huawei,HWPRA-H,PRA-TL10,1,-3,1
huawei,hwY300-0151,Pelephone-Y300-,2,-17,1
huawei,hwG620S-L03,Personal Huawei G620S,2,-17,1
huawei,hwY550-L03,Personal Huawei Y550,2,-17,1
huawei,hwu8350,Personal U8350,2,-17,1
huawei,hwu8655,Personal U8655-51,2,-17,1
huawei,hwu8815,Personal U8815-51,2,-17,1
huawei,hwu8651,Prism,2,-17,1
huawei,hwu8686,Prism II,2,-17,1
huawei,U8220,Pulse,2,-17,1
huawei,msm7201a,Pulse,2,-17,1
huawei,Pulse,Pulse,2,-17,1
huawei,msm7225,Pulse Mini,2,-17,1
huawei,U8110,Pulse Mini,2,-17,1
huawei,HWQ22,Q22,2,-17,1
huawei,hwt102,QH-10,2,-17,1
huawei,msm7225,RBM C,2,-17,1
huawei,hwu8800Pro,RBM_HD,2,-17,1
huawei,HWRIO,RIO-L03,2,-17,1
huawei,HWRNE,RNE-AL00,2,-17,1
huawei,HWRNE,RNE-L01,2,-17,1
huawei,HWRNE,RNE-L02,2,-17,1
huawei,HWRNE,RNE-L03,2,-17,1
huawei,HWRNE,RNE-L21,2,-17,1
huawei,HWRNE,RNE-L22,2,-17,1
huawei,HWRNE,RNE-L23,2,-17,1
huawei,HWRVL,RVL-AL09,2,-17,1
huawei,hws10231l,S10-232L,2,-17,1
huawei,msm7225,S31HW,2,-17,1
huawei,hwu8510,S41HW,2,-17,1
huawei,hwS42HW,S42HW,2,-17,1
huawei,qsd8k_s7,S7,2,-17,1
huawei,hws7721u,S7-721u,2,-17,1
huawei,hws8301l,S8-303L,2,-17,1
huawei,hws8301l,S8-303LT,2,-17,1
huawei,hws8301l,S8-306L,2,-17,1
huawei,hws8701,S8-701u,2,-17,1
huawei,hws8701,S8-701w,2,-17,1
huawei,hwt1821l,S8-821w,2,-17,1
huawei,hnSCC-Q,SCC-U21,2,-17,1
huawei,hwSCC-Q,SCC-U21,2,-17,1
huawei,hwSCL-Q,SCL-AL00,2,-17,1
huawei,hnSCL-Q,SCL-AL00,2,-17,1
huawei,hnSCL-Q,SCL-CL00,2,-17,1
huawei,hwSCL-Q,SCL-L01,2,-17,1
huawei,hnSCL-Q,SCL-TL00,2,-17,1
huawei,hnSCL-Q,SCL-TL00H,2,-17,1
huawei,hwSCLU-Q,SCL-U23,2,-17,1
huawei,HWSHT,SHT-AL09,2,-17,1
huawei,HWSHT,SHT-W09,2,-17,1
huawei,HWSLA-Q,SLA-AL00,2,-17,1
huawei,HWSLA-Q,SLA-L02,2,-17,1
huawei,HWSLA-Q,SLA-L03,2,-17,1
huawei,HWSLA-Q,SLA-L22,2,-17,1
huawei,HWSLA-Q,SLA-L23,2,-17,1
huawei,HWSLA-Q,SLA-TL10,2,-17,1
huawei,HWSNE,SNE-AL00,2,-17,1
huawei,HWSNE,SNE-LX1,2,-17,1
huawei,HWSNE,SNE-LX2,2,-17,1
huawei,HWSNE,SNE-LX3,2,-17,1
huawei,hwu8650,SONIC,2,-17,1
huawei,hwu8660,SONIC,2,-17,1
huawei,hwu8655,STARTRAIL II,2,-17,1
huawei,HWSTF,STF-AL00,2,-17,1
huawei,HWSTF,STF-AL10,2,-17,1
huawei,HWSTF,STF-L09,2,-17,1
huawei,HWSTF,STF-L09S,2,-17,1
huawei,HWSTF,STF-TL10,2,-17,1
huawei,HWSTK-HF,STK-AL00,2,-17,1
huawei,HWSTK-HF,STK-L21,2,-17,1
huawei,HWSTK-HF,STK-L22,2,-17,1
huawei,HWSTK-HF,STK-LX1,2,-17,1
huawei,HWSTK-HF,STK-LX3,2,-17,1
huawei,HWSTK-HF,STK-TL00,2,-17,1
huawei,msm7225,Smile,2,-17,1
huawei,hws10231l,SpeedTAB,2,-17,1
huawei,hwG535-L11,Speedsurfer,2,-17,1
huawei,hws7300u,SpringBoard,2,-17,1
huawei,HuaweiU8180,Starshine,2,-17,1
huawei,HuaweiU8180,Stockholm,2,-17,1
huawei,hwt101,T-101,2,-17,1
huawei,hwu8680,T-Mobile myTouch,2,-17,1
huawei,hwu8730,T-Mobile myTouch Q,2,-17,1
huawei,hwt1701,T1 7.0,2,-17,1
huawei,hwt1701,T1-701u,2,-17,1
huawei,hwt1701,T1-701ua,2,-17,1
huawei,hwt1701,T1-701us,2,-17,1
huawei,hwt1701,T1-701w,2,-17,1
huawei,hwt1821l,T1-821L,2,-17,1
huawei,hwt1821l,T1-821W,2,-17,1
huawei,hwt1821l,T1-821w,2,-17,1
huawei,hwt1821l,T1-823L,2,-17,1
huawei,hwt1823l,T1-823L,2,-17,1
huawei,hwt1a21l,T1-A21L,2,-17,1
huawei,hwt1a21l,T1-A21W,2,-17,1
huawei,hwt1a21l,T1-A21w,2,-17,1
huawei,hwt1a21l,T1-A22L,2,-17,1
huawei,hwt1a21l,T1-A23L,2,-17,1
huawei,hwt101,T101 PAD,2,-17,1
huawei,hwt102,T102 PAD,2,-17,1
huawei,hwt801,T801 PAD,2,-17,1
huawei,hwt802,T802 PAD,2,-17,1
huawei,hwt8620,T8620,2,-17,1
huawei,hwt8830,T8830,2,-17,1
huawei,hwT8830Pro,T8830Pro,2,-17,1
huawei,hwt9200,T9200,2,-17,1
huawei,hwt9510e,T9510E,2,-17,1
huawei,M620,TB01,2,-17,1
huawei,HWTIT-L6735,TIT-AL00,4,-10,1
huawei,HWTIT-L6735,TIT-L01,4,-10,1
huawei,HWTNY,TNY-AL00,2,-17,1
huawei,HWTNY,TNY-TL00,2,-17,1
huawei,HWTRT-Q,TRT-AL00,2,-17,1
huawei,HWTRT-Q,TRT-AL00A,2,-17,1
huawei,HWTRT-Q,TRT-L21A,2,-17,1
huawei,HWTRT-Q,TRT-L53,2,-17,1
huawei,HWTRT-Q,TRT-LX1,2,-17,1
huawei,HWTRT-Q,TRT-LX2,2,-17,1
huawei,HWTRT-Q,TRT-LX3,2,-17,1
huawei,HWTRT-Q,TRT-TL10,2,-17,1
huawei,HWTRT-Q,TRT-TL10A,2,-17,1
huawei,U8110,TSP21,2,-17,1
huawei,hwu8860,TURKCELL MaxiPRO5,2,-17,1
huawei,msm7225,Tactile internet,2,-17,1
huawei,U8100,Tactile internet,2,-17,1
huawei,hws7951w,Telpad Dual S,2,-17,1
huawei,hws7961w,Telpad QS,2,-17,1
huawei,hwt1701,Telpad QS,2,-17,1
huawei,hws7961w,Telpad Quad S,2,-17,1
huawei,hwu8350,Temptation,2,-17,1
huawei,U8110,Turkcell T10,2,-17,1
huawei,msm7225,Turkcell T10,2,-17,1
huawei,hwu8650,Turkcell T20,2,-17,1
huawei,U8100,U8100,2,-17,1
huawei,U8110,U8110,2,-17,1
huawei,msm7225,U8110,2,-17,1
huawei,hwu8180,U8180,2,-17,1
huawei,msm7625,U8180,2,-17,1
huawei,HuaweiU8180,U8180,2,-17,1
huawei,hwu8185,U8185,2,-17,1
huawei,hwu8186,U8186,2,-17,1
huawei,U8220,U8220,2,-17,1
huawei,U8220,U8220PLUS,2,-17,1
huawei,U8230,U8230,2,-17,1
huawei,hwu8230,U8230,2,-17,1
huawei,msm7201a,U8230,2,-17,1
huawei,msm7225,U8300,2,-17,1
huawei,U8300,U8300,2,-17,1
huawei,hwu8350,U8350,2,-17,1
huawei,hwu8350,U8350-51,2,-17,1
huawei,hwu8500,U8500,2,-17,1
huawei,msm7225,U8500,2,-17,1
huawei,hwu8510,U8510,2,-17,1
huawei,hwu8520,U8520,2,-17,1
huawei,hwu8600,U8600,2,-17,1
huawei,hwu8650,U8650,2,-17,1
huawei,hwu8650,U8650-1,2,-17,1
huawei,hwu8651,U8651,2,-17,1
huawei,hwu8651,U8651T,2,-17,1
huawei,hwu8652,U8652,2,-17,1
huawei,hwu8652-51,U8652-51,2,-17,1
huawei,hwu8655,U8655,2,-17,1
huawei,hwu8655,U8655-1,2,-17,1
huawei,hwu8655,U8655-51,2,-17,1
huawei,hwu8666,U8666-1,2,-17,1
huawei,hwu8666,U8666-51,2,-17,1
huawei,hwu8666-51,U8666-51,2,-17,1
huawei,hwu8667,U8667,2,-17,1
huawei,hwu8800,U8800,2,-17,1
huawei,hwu8800-51,U8800,2,-17,1
huawei,hwu8800Pro,U8800 Pro,2,-17,1
huawei,hwu8800-51,U8800-51,2,-17,1
huawei,hwu8800Pro,U8800Pro,2,-17,1
huawei,hwu8812D,U8812D,2,-17,1
huawei,hwu8815,U8815,2,-17,1
huawei,hwu8815,U8815-51,2,-17,1
huawei,hwu8815n,U8815N,2,-17,1
huawei,hwu8816,U8816,2,-17,1
huawei,hwu8818,U8818,2,-17,1
huawei,hwu8820,U8820,2,-17,1
huawei,hwu8832D,U8832D,2,-17,1
huawei,hwu8836D,U8836D,2,-17,1
huawei,hwu8860,U8860,2,-17,1
huawei,hwu8860,U8860-51,2,-17,1
huawei,hwu8867Z,U8867Z,2,-17,1
huawei,hwu9200,U9200,2,-17,1
huawei,hwu9200-92,U9200,2,-17,1
huawei,hwu9200,U9200E,2,-17,1
huawei,hwu9200E,U9200E,2,-17,1
huawei,hwU9202L,U9202L-1,2,-17,1
huawei,hwU9202L,U9202L-3,2,-17,1
huawei,hwu9500,U9500,2,-17,1
huawei,hwu9500,U9500E,2,-17,1
huawei,hwu9510,U9510,2,-17,1
huawei,hwum840,UM840,2,-17,1
huawei,hwm865,USCCADR3305,2,-17,1
huawei,hwm866,USCCADR3310,2,-17,1
huawei,hwu8800,Ucell,2,-17,1
huawei,hwG535-L11,Ultym5,2,-17,1
huawei,hwY330-U11,V8510,2,-17,1
huawei,HWVCE,VCE-AL00,2,-17,1
huawei,HWVCE,VCE-L22,2,-17,1
huawei,HWVCE,VCE-TL00,2,-17,1
huawei,HWVNS-H,VEN-L22,2,-17,1
huawei,HWVIE,VIE-AL10,2,-17,1
huawei,HWVIE,VIE-L09,2,-17,1
huawei,HWVIE,VIE-L29,2,-17,1
huawei,hwy210-0200,VIETTEL V8404,2,-17,1
huawei,HWY511-U,VIETTEL V8506,2,-17,1
huawei,HWVKY,VKY-AL00,2,-17,1
huawei,HWVKY,VKY-L09,2,-17,1
huawei,HWVKY,VKY-L29,2,-17,1
huawei,HWVKY,VKY-TL00,2,-17,1
huawei,HWVOG,VOG-AL00,2,-17,1
huawei,HWVOG,VOG-AL10,2,-17,1
huawei,HWVOG,VOG-L04,2,-17,1
huawei,HWVOG,VOG-L09,2,-17,1
huawei,HWVOG,VOG-L29,2,-17,1
huawei,HWVOG,VOG-TL00,2,-17,1
huawei,HWVTR,VTR-AL00,2,-17,1
huawei,HWVTR,VTR-L09,2,-17,1
huawei,HWVTR,VTR-L29,2,-17,1
huawei,HWVTR,VTR-TL00,2,-17,1
huawei,U8100,Videocon_V7400,2,-17,1
huawei,U8120,Vodafone 845,2,-17,1
huawei,msm7225,Vodafone 845,2,-17,1
huawei,hwu8160,Vodafone 858,2,-17,1
huawei,HWWAS-H,WAS-AL00,2,-4,1
huawei,HWWAS-H,WAS-L03T,2,-4,1
huawei,HWWAS-H,WAS-LX1,2,-4,1
huawei,HWWAS-H,WAS-LX1A,2,-4,1
huawei,HWWAS-H,WAS-LX2,2,-4,1
huawei,HWWAS-H,WAS-LX2J,2,-4,1
huawei,HWWAS-H,WAS-LX3,2,-4,3
huawei,HWWAS-H,WAS-TL10,2,-4,1
huawei,hw7d501l,X1 7.0,2,-17,1
huawei,HWY220-U,Y220-U00,2,-17,1
huawei,HWY220-U,Y220-U05,2,-17,1
huawei,HWY220-U,Y220-U10,2,-17,1
huawei,HWY220-U,Y220-U17,2,-17,1
huawei,HWY320,Y320-U01,2,-17,1
huawei,hwY340-U081,Y340-U081,2,-17,1
huawei,HWY511-T,Y511-T00,2,-17,1
huawei,HWY511-U,Y511-U00,2,-17,1
huawei,hwY538,Y538,2,-17,1
huawei,HWY541-U,Y541-U02,2,-17,1
huawei,hwY545-U05,Y545-U05,2,-17,1
huawei,hwY550-L02,Y550-L02,2,-17,1
huawei,hwY550-L03,Y550-L03,2,-17,1
huawei,hwY635,Y635-L01,2,-17,1
huawei,hwY635,Y635-L02,2,-17,1
huawei,hwY635,Y635-L03,2,-17,1
huawei,hwY635,Y635-L21,2,-17,1
huawei,hwY635,Y635-TL00,2,-17,1
huawei,HWYAL,YAL-AL00,2,-17,1
huawei,HWYAL,YAL-AL10,2,-17,1
huawei,HWYAL,YAL-L21,2,-17,1
huawei,HWYAL,YAL-L41,2,-17,1
huawei,HWYAL,YAL-TL00,2,-17,1
huawei,d-01G,d-01G,2,-17,1
huawei,d-01H,d-01H,2,-17,1
huawei,d-02H,d-02H,2,-17,1
huawei,hwmediaqm220,dTV01,2,-17,1
huawei,hws10201w,dtab 01,2,-17,1
huawei,dtab01,dtab01,2,-17,1
huawei,hweH811,eH811,2,-17,1
huawei,U8110,life:) Android,2,-17,1
huawei,u8800,u8800,2,-17,1
huawei,hwu8800,u8800,2,-17,1
